DEPP;CODCOMP;COMP;Commune pôle;DEP;CODCOM;COM;Commune;PMUN;PCAP;PTOT
27;277;27277;La Baronnie;27;277;27277;Garencières;608;14;622
27;049;27049;Mesnil-en-Ouche;27;283;27283;Gisay-la-Coudre;238;6;244
27;049;27049;Mesnil-en-Ouche;27;292;27292;Gouttières;177;3;180
27;294;27294;Val d'Orger;27;294;27294;Grainville;549;8;557
27;049;27049;Mesnil-en-Ouche;27;296;27296;Granchain;217;5;222
27;112;27112;Breteuil;27;305;27305;La Guéroulde;773;13;786
27;213;27213;Vexin-sur-Epte;27;308;27308;Guitry;256;4;260
27;062;27062;Les Monts du Roumois;27;344;27344;Houlbec-près-le-Gros-Theil;88;1;89
27;049;27049;Mesnil-en-Ouche;27;356;27356;Jonquerets-de-Livet;329;5;334
27;049;27049;Mesnil-en-Ouche;27;362;27362;Landepéreuse;375;10;385
27;412;27412;Terres de Bord;27;412;27412;Montaure;1120;24;1144
27;425;27425;Nassandres sur Risle;27;425;27425;Nassandres;1281;22;1303
27;448;27448;Pacy-sur-Eure;27;448;27448;Pacy-sur-Eure;4503;113;4616
27;213;27213;Vexin-sur-Epte;27;449;27449;Panilleuse;463;10;473
27;425;27425;Nassandres sur Risle;27;452;27452;Perriers-la-Campagne;408;6;414
27;471;27471;Porte-de-Seine;27;471;27471;Porte-Joie;101;3;104
27;153;27153;Chauvincourt-Provemont;27;479;27479;Provemont;144;3;147
27;277;27277;La Baronnie;27;484;27484;Quessigny;141;2;143
27;049;27049;Mesnil-en-Ouche;27;499;27499;La Roussière;211;5;216
27;011;27011;Amfreville-Saint-Amand;27;506;27506;Saint-Amand-des-Hautes-Terres;284;4;288
27;448;27448;Pacy-sur-Eure;27;510;27510;Saint-Aquilin-de-Pacy;498;11;509
27;049;27049;Mesnil-en-Ouche;27;513;27513;Saint-Aubin-des-Hayes;145;6;151
27;049;27049;Mesnil-en-Ouche;27;515;27515;Saint-Aubin-le-Guichard;287;7;294
27;516;27516;Treis-Sants-en-Ouche;27;516;27516;Saint-Aubin-le-Vertueux;800;18;818
27;022;27022;Le Val d'Hazey;27;519;27519;Sainte-Barbe-sur-Gaillon;306;5;311
27;516;27516;Treis-Sants-en-Ouche;27;523;27523;Saint-Clair-d'Arcey;346;12;358
27;107;27107;Bourneville-Sainte-Croix;27;526;27526;Sainte-Croix-sur-Aizier;299;6;305
27;049;27049;Mesnil-en-Ouche;27;566;27566;Sainte-Marguerite-en-Ouche;94;1;95
27;578;27578;Sainte-Marie-d'Attez;27;573;27573;Saint-Nicolas-d'Attez;168;6;174
27;578;27578;Sainte-Marie-d'Attez;27;578;27578;Saint-Ouen-d'Attez;293;3;296
27;263;27263;Le Perrey;27;581;27581;Saint-Ouen-des-Champs;310;8;318
27;049;27049;Mesnil-en-Ouche;27;596;27596;Saint-Pierre-du-Mesnil;90;0;90
27;516;27516;Treis-Sants-en-Ouche;27;600;27600;Saint-Quentin-des-Isles;214;3;217
27;263;27263;Le Perrey;27;607;27607;Saint-Thurien;241;1;242
27;049;27049;Mesnil-en-Ouche;27;628;27628;Thevray;295;5;300
27;412;27412;Terres de Bord;27;648;27648;Tostes;428;9;437
27;471;27471;Porte-de-Seine;27;651;27651;Tournedos-sur-Seine;107;2;109
27;213;27213;Vexin-sur-Epte;27;653;27653;Tourny;935;31;966
27;679;27679;Verneuil d'Avre et d'Iton;27;679;27679;Verneuil-sur-Avre;6147;321;6468
27;022;27022;Le Val d'Hazey;27;687;27687;Vieux-Villez;184;3;187
28;199;28199;Janville-en-Beauce;28;002;28002;Allaines-Mervilliers;246;6;252
28;023;28023;Bailleau-Armenonville;28;011;28011;Armenonville-les-Gâtineaux;293;5;298
28;015;28015;Auneau-Bleury-Saint-Symphorien;28;015;28015;Auneau;5048;59;5107
28;018;28018;Authon-du-Perche;28;018;28018;Authon-du-Perche;1150;12;1162
28;406;28406;Éole-en-Beauce;28;020;28020;Baignolet;117;1;118
28;226;28226;Maillebois;28;043;28043;Blévy;354;6;360
28;236;28236;Arcisses;28;063;28063;Brunelles;510;7;517
28;236;28236;Arcisses;28;112;28112;Coudreceau;477;8;485
28;226;28226;Maillebois;28;125;28125;Dampierre-sur-Blévy;246;6;252
28;406;28406;Éole-en-Beauce;28;145;28145;Fains-la-Folie;361;5;366
28;331;28331;Saintigny;28;165;28165;Frétigny;488;11;499
28;386;28386;Thimert-Gâtelles;28;174;28174;Gâtelles;398;6;404
28;406;28406;Éole-en-Beauce;28;179;28179;Germignonville;228;3;231
28;199;28199;Janville-en-Beauce;28;199;28199;Janville;1872;30;1902
28;120;28120;Crucey-Villages;28;228;28228;Mainterne;71;0;71
28;236;28236;Arcisses;28;236;28236;Margon;1213;26;1239
28;360;28360;Saint-Sauveur-Marville;28;238;28238;Marville-les-Bois;366;9;375
28;422;28422;Les Villages Vovéens;28;258;28258;Montainville;301;6;307
28;056;28056;Boutigny-Prouais;28;307;28307;Prouais;553;12;565
28;199;28199;Janville-en-Beauce;28;311;28311;Le Puiset;394;8;402
28;422;28422;Les Villages Vovéens;28;320;28320;Rouvray-Saint-Florentin;207;3;210
28;331;28331;Saintigny;28;331;28331;Saint-Denis-d'Authou;446;9;455
28;034;28034;Berchères-Saint-Germain;28;338;28338;Saint-Germain-la-Gâtine;149;2;151
28;015;28015;Auneau-Bleury-Saint-Symphorien;28;361;28361;Bleury-Saint-Symphorien;1240;20;1260
28;018;28018;Authon-du-Perche;28;376;28376;Soizé;334;4;338
28;373;28373;Senonches;28;381;28381;Tardais;56;0;56
28;279;28279;Nogent-le-Roi;28;399;28399;Vacheresses-les-Basses;247;10;257
28;406;28406;Éole-en-Beauce;28;406;28406;Viabon;382;9;391
28;406;28406;Éole-en-Beauce;28;412;28412;Villeau;154;6;160
28;373;28373;Senonches;28;413;28413;La Ville-aux-Nonains;160;2;162
28;422;28422;Les Villages Vovéens;28;416;28416;Villeneuve-Saint-Nicolas;139;4;143
28;120;28120;Crucey-Villages;28;420;28420;Vitray-sous-Brézolles;79;0;79
28;422;28422;Les Villages Vovéens;28;422;28422;Voves;3291;48;3339
29;003;29003;Audierne;29;003;29003;Audierne;2156;29;2185
29;021;29021;Plounéour-Brignogan-plages;29;021;29021;Brignogan-Plages;746;18;764
29;003;29003;Audierne;29;052;29052;Esquibien;1541;26;1567
29;076;29076;Milizac-Guipronvel;29;076;29076;Guipronvel;825;7;832
29;241;29241;Rosporden;29;092;29092;Kernével;3176;71;3247
29;266;29266;Saint-Thégonnec Loc-Eguiner;29;127;29127;Loc-Eguiner-Saint-Thégonnec;323;4;327
29;227;29227;Poullaouen;29;129;29129;Locmaria-Berrien;219;4;223
29;076;29076;Milizac-Guipronvel;29;149;29149;Milizac;3824;61;3885
29;199;29199;Plouigneau;29;199;29199;Plouigneau;4870;165;5035
29;021;29021;Plounéour-Brignogan-plages;29;203;29203;Plounéour-Trez;1194;35;1229
29;199;29199;Plouigneau;29;219;29219;Le Ponthou;187;3;190
29;227;29227;Poullaouen;29;227;29227;Poullaouen;1243;29;1272
29;266;29266;Saint-Thégonnec Loc-Eguiner;29;266;29266;Saint-Thégonnec;2766;64;2830
31;085;31085;Boutx;31;016;31016;Argut-Dessus;43;0;43
31;085;31085;Boutx;31;154;31154;Couledoux;39;0;39
31;471;31471;Saint-Béat-Lez;31;298;31298;Lez;50;0;50
31;412;31412;Péguilhan;31;307;31307;Lunax;61;1;62
31;412;31412;Péguilhan;31;412;31412;Péguilhan;197;7;204
32;426;32426;Seissan;32;011;32011;Artiguedieu;96;0;96
32;344;32344;Riscle;32;074;32074;Cannet;340;11;351
32;079;32079;Castelnau d'Auzan Labarrère;32;168;32168;Labarrère;187;6;193
32;462;32462;Vic-Fezensac;32;179;32179;Lagraulas;104;3;107
32;344;32344;Riscle;32;344;32344;Riscle;1362;107;1469
33;018;33018;Val de Virvée;33;018;33018;Aubie-et-Espessas;1424;18;1442
33;106;33106;Castets et Castillon;33;106;33106;Castets-en-Dorthe;1230;23;1253
33;106;33106;Castets et Castillon;33;107;33107;Castillon-de-Castets;283;9;292
33;380;33380;Val-de-Livenne;33;267;33267;Marcillac;1125;15;1140
33;018;33018;Val de Virvée;33;371;33371;Saint-Antoine;439;5;444
33;380;33380;Val-de-Livenne;33;380;33380;Saint-Caprais-de-Blaye;668;8;676
33;018;33018;Val de Virvée;33;495;33495;Salignac;1842;20;1862
34;246;34246;Entre-Vignes;34;246;34246;Saint-Christol;1421;20;1441
34;246;34246;Entre-Vignes;34;330;34330;Vérargues;739;15;754
35;004;35004;Val-Couesnon;35;004;35004;Antrain;1274;25;1299
35;292;35292;Saint-Marc-le-Blanc;35;011;35011;Baillé;269;7;276
35;168;35168;Val d'Anast;35;048;35048;Campel;454;11;465
35;220;35220;Piré-Chancé;35;053;35053;Chancé;317;13;330
35;069;35069;Châteaugiron;35;069;35069;Châteaugiron;8298;215;8513
35;096;35096;Domagné;35;074;35074;Chaumeré;184;5;189
35;191;35191;Les Portes du Coglais;35;083;35083;Coglès;632;14;646
35;163;35163;Luitré-Dompierre;35;100;35100;Dompierre-du-Chemin;540;9;549
35;004;35004;Val-Couesnon;35;113;35113;La Fontenelle;519;13;532
35;308;35308;Mesnil-Roc'h;35;147;35147;Lanhélin;947;15;962
35;163;35163;Luitré-Dompierre;35;163;35163;Luitré;1278;22;1300
35;168;35168;Val d'Anast;35;168;35168;Maure-de-Bretagne;3478;70;3548
35;184;35184;Montauban-de-Bretagne;35;184;35184;Montauban-de-Bretagne;5782;213;5995
35;191;35191;Les Portes du Coglais;35;191;35191;Montours;1057;21;1078
35;069;35069;Châteaugiron;35;209;35209;Ossé;1316;23;1339
35;220;35220;Piré-Chancé;35;220;35220;Piré-sur-Seiche;2803;40;2843
35;069;35069;Châteaugiron;35;254;35254;Saint-Aubin-du-Pavail;904;24;928
35;257;35257;Maen Roch;35;257;35257;Saint-Brice-en-Coglès;3174;51;3225
35;257;35257;Maen Roch;35;267;35267;Saint-Étienne-en-Coglès;1923;40;1963
35;282;35282;Rives-du-Couesnon;35;269;35269;Saint-Georges-de-Chesné;706;11;717
35;282;35282;Rives-du-Couesnon;35;282;35282;Saint-Jean-sur-Couesnon;1223;28;1251
35;292;35292;Saint-Marc-le-Blanc;35;292;35292;Saint-Marc-le-Blanc;1319;36;1355
35;282;35282;Rives-du-Couesnon;35;293;35293;Saint-Marc-sur-Couesnon;576;8;584
35;184;35184;Montauban-de-Bretagne;35;301;35301;Saint-M'Hervon;628;7;635
35;004;35004;Val-Couesnon;35;303;35303;Saint-Ouen-la-Rouërie;824;11;835
35;308;35308;Mesnil-Roc'h;35;308;35308;Saint-Pierre-de-Plesguen;3048;63;3111
35;191;35191;Les Portes du Coglais;35;323;35323;La Selle-en-Coglès;567;10;577
35;004;35004;Val-Couesnon;35;341;35341;Tremblay;1485;43;1528
35;308;35308;Mesnil-Roc'h;35;344;35344;Tressé;427;8;435
35;282;35282;Rives-du-Couesnon;35;348;35348;Vendel;406;3;409
36;070;36070;Éguzon-Chantôme;36;039;36039;Chantôme;80;3;83
36;244;36244;Villentrois-Faverolles-en-Berry;36;072;36072;Faverolles-en-Berry;322;3;325
36;229;36229;Val-Fouzon;36;151;36151;Parpeçay;213;2;215
36;229;36229;Val-Fouzon;36;183;36183;Sainte-Cécile;85;1;86
36;093;36093;Levroux;36;201;36201;Saint-Martin-de-Lamps;147;0;147
36;229;36229;Val-Fouzon;36;229;36229;Varennes-sur-Fouzon;641;12;653
36;244;36244;Villentrois-Faverolles-en-Berry;36;244;36244;Villentrois;552;8;560
36;202;36202;Saint-Maur;36;245;36245;Villers-les-Ormes;449;4;453
37;021;37021;Beaumont-Louestault;37;021;37021;Beaumont-la-Ronce;1404;27;1431
37;123;37123;Langeais;37;102;37102;Les Essards;144;1;145
37;021;37021;Beaumont-Louestault;37;135;37135;Louestault;361;7;368
37;254;37254;Tauxigny-Saint-Bauld;37;209;37209;Saint-Bauld;176;3;179
38;001;38001;Les Abrets en Dauphiné;38;001;38001;Les Abrets;3510;57;3567
38;297;38297;Arandon-Passins;38;014;38014;Arandon;689;10;699
38;479;38479;Porte-des-Bonnevaux;38;016;38016;Arzay;231;3;234
38;225;38225;Autrans-Méaudre en Vercors;38;021;38021;Autrans;1581;41;1622
38;022;38022;Les Avenières Veyrins-Thuellin;38;022;38022;Les Avenières;5629;106;5735
38;284;38284;Ornacieux-Balbins;38;025;38025;Balbins;454;11;465
38;001;38001;Les Abrets en Dauphiné;38;028;38028;La Bâtie-Divisin;1021;24;1045
38;073;38073;Chantepérier;38;073;38073;Chantelouve;66;2;68
38;479;38479;Porte-des-Bonnevaux;38;121;38121;Commelle;954;27;981
38;456;38456;Châtel-en-Trièves;38;125;38125;Cordéac;223;4;227
38;163;38163;Le Haut-Bréda;38;163;38163;La Ferrière;244;7;251
38;001;38001;Les Abrets en Dauphiné;38;165;38165;Fitilieu;2045;38;2083
38;225;38225;Autrans-Méaudre en Vercors;38;225;38225;Méaudre;1494;62;1556
38;253;38253;Les Deux Alpes;38;253;38253;Mont-de-Lans;1106;22;1128
38;479;38479;Porte-des-Bonnevaux;38;274;38274;Nantoin;514;11;525
38;284;38284;Ornacieux-Balbins;38;284;38284;Ornacieux;414;11;425
38;292;38292;Villages du Lac de Paladru;38;292;38292;Paladru;1286;31;1317
38;297;38297;Arandon-Passins;38;297;38297;Passins;1172;33;1205
38;073;38073;Chantepérier;38;302;38302;Le Périer;140;1;141
38;292;38292;Villages du Lac de Paladru;38;305;38305;Le Pin;1300;28;1328
38;163;38163;Le Haut-Bréda;38;306;38306;Pinsot;191;2;193
38;395;38395;Plateau-des-Petites-Roches;38;367;38367;Saint-Bernard;684;25;709
38;395;38395;Plateau-des-Petites-Roches;38;395;38395;Saint-Hilaire;1280;38;1318
38;395;38395;Plateau-des-Petites-Roches;38;435;38435;Saint-Pancrasse;451;11;462
38;456;38456;Châtel-en-Trièves;38;456;38456;Saint-Sébastien;268;6;274
38;479;38479;Porte-des-Bonnevaux;38;479;38479;Semons;372;16;388
38;253;38253;Les Deux Alpes;38;534;38534;Vénosc;827;14;841
38;022;38022;Les Avenières Veyrins-Thuellin;38;541;38541;Veyrins-Thuellin;2111;53;2164
39;385;39385;Neublans-Abergement;39;005;39005;Abergement-Saint-Jean;84;0;84
25;527;25527;Saint-Vit;39;012;39012;Antorpe;956;8;964
39;022;39022;Asnans-Beauvoisin;39;044;39044;Beauvoisin;189;4;193
39;576;39576;Val-Sonnette;39;064;39064;Bonnaud;59;0;59
39;199;39199;Domblans;39;075;39075;Bréry;211;7;218
39;258;39258;Grande-Rivière Château;39;115;39115;Château-des-Prés;199;2;201
39;491;39491;Coteaux du Lizon;39;186;39186;Cuttura;304;10;314
39;190;39190;Dampierre;39;190;39190;Dampierre;1188;29;1217
39;273;39273;Montlainsia;39;195;39195;Dessia;70;2;72
39;329;39329;Mièges;39;213;39213;Esserval-Combe;23;0;23
39;577;39577;Vincent-Froideville;39;243;39243;Froideville;63;2;65
39;198;39198;Dole;39;256;39256;Goux;262;9;271
39;258;39258;Grande-Rivière Château;39;258;39258;Grande-Rivière;433;15;448
39;576;39576;Val-Sonnette;39;264;39264;Grusse;180;7;187
39;273;39273;Montlainsia;39;273;39273;Lains;63;1;64
39;286;39286;Lavans-lès-Saint-Claude;39;286;39286;Lavans-lès-Saint-Claude;1737;42;1779
39;368;39368;Hauts de Bienne;39;294;39294;Lézat;189;7;196
39;329;39329;Mièges;39;329;39329;Mièges;117;2;119
39;329;39329;Mièges;39;340;39340;Molpré;27;0;27
39;273;39273;Montlainsia;39;347;39347;Montagna-le-Templier;89;2;91
39;368;39368;Hauts de Bienne;39;368;39368;Morez;4622;252;4874
39;010;39010;Andelot-Morval;39;369;39369;Morval;28;0;28
39;368;39368;Hauts de Bienne;39;371;39371;La Mouille;356;8;364
39;205;39205;Éclans-Nenon;39;383;39383;Nenon;116;5;121
39;190;39190;Dampierre;39;414;39414;Le Petit-Mercey;131;1;132
39;130;39130;Nanchez;39;417;39417;Les Piards;169;4;173
39;286;39286;Lavans-lès-Saint-Claude;39;438;39438;Ponthoux;83;0;83
39;286;39286;Lavans-lès-Saint-Claude;39;440;39440;Pratz;513;43;556
39;130;39130;Nanchez;39;442;39442;Prénovel;253;16;269
39;017;39017;Arlay;39;482;39482;Saint-Germain-lès-Arlay;421;19;440
39;491;39491;Coteaux du Lizon;39;491;39491;Saint-Lupicin;1864;74;1938
39;583;39583;Vosbles-Valfin;39;542;39542;Valfin-sur-Valouse;73;4;77
39;576;39576;Val-Sonnette;39;549;39549;Vercia;302;9;311
39;130;39130;Nanchez;39;562;39562;Villard-sur-Bienne;168;15;183
39;576;39576;Val-Sonnette;39;576;39576;Vincelles;401;10;411
39;086;39086;Cernon;39;578;39578;Viremont;28;1;29
40;197;40197;Morcenx-la-Nouvelle;40;009;40009;Arjuzanx;181;6;187
40;243;40243;Rion-des-Landes;40;048;40048;Boos;481;6;487
40;197;40197;Morcenx-la-Nouvelle;40;107;40107;Garrosse;302;8;310
40;243;40243;Rion-des-Landes;40;243;40243;Rion-des-Landes;2603;36;2639
40;197;40197;Morcenx-la-Nouvelle;40;302;40302;Sindères;180;0;180
41;248;41248;Couëtron-au-Perche;41;005;41005;Arville;92;0;92
41;171;41171;Oucques La Nouvelle;41;011;41011;Baigneaux;58;1;59
41;171;41171;Oucques La Nouvelle;41;015;41015;Beauvilliers;54;1;55
41;273;41273;Vievy-le-Rayé;41;021;41021;La Bosse;116;4;120
41;151;41151;Montrichard Val de Cher;41;023;41023;Bourré;596;11;607
41;142;41142;Valencisse;41;033;41033;Chambon-sur-Cisse;675;51;726
41;055;41055;Valloire-sur-Cisse;41;055;41055;Chouzy-sur-Cisse;2000;42;2042
41;173;41173;Beauce la Romaine;41;056;41056;La Colombe;171;4;175
41;059;41059;Le Controis-en-Sologne;41;059;41059;Contres;3595;71;3666
41;055;41055;Valloire-sur-Cisse;41;064;41064;Coulanges;308;13;321
41;070;41070;Vallée-de-Ronsard;41;070;41070;Couture-sur-Loir;415;10;425
41;273;41273;Vievy-le-Rayé;41;076;41076;Écoman;133;3;136
41;059;41059;Le Controis-en-Sologne;41;082;41082;Feings;710;12;722
41;059;41059;Le Controis-en-Sologne;41;092;41092;Fougères-sur-Bièvre;782;31;813
41;173;41173;Beauce la Romaine;41;133;41133;Membrolles;274;2;276
41;142;41142;Valencisse;41;142;41142;Molineuf;727;19;746
41;151;41151;Montrichard Val de Cher;41;151;41151;Montrichard;3049;31;3080
41;248;41248;Couëtron-au-Perche;41;165;41165;Oigny;88;5;93
41;167;41167;Veuzain-sur-Loire;41;167;41167;Onzain;3146;81;3227
41;142;41142;Valencisse;41;169;41169;Orchaise;913;26;939
41;059;41059;Le Controis-en-Sologne;41;170;41170;Ouchamps;726;26;752
41;171;41171;Oucques La Nouvelle;41;171;41171;Oucques;1469;24;1493
41;173;41173;Beauce la Romaine;41;173;41173;Ouzouer-le-Marché;2000;41;2041
41;173;41173;Beauce la Romaine;41;183;41183;Prénouvellon;259;8;267
41;248;41248;Couëtron-au-Perche;41;197;41197;Saint-Agil;272;2;274
41;248;41248;Couëtron-au-Perche;41;202;41202;Saint-Avit;94;3;97
41;171;41171;Oucques La Nouvelle;41;210;41210;Sainte-Gemmes;93;2;95
41;149;41149;Montoire-sur-le-Loir;41;227;41227;Saint-Quentin-lès-Troo;219;5;224
41;055;41055;Valloire-sur-Cisse;41;240;41240;Seillac;110;1;111
41;173;41173;Beauce la Romaine;41;244;41244;Semerville;88;0;88
41;248;41248;Couëtron-au-Perche;41;248;41248;Souday;482;11;493
41;059;41059;Le Controis-en-Sologne;41;257;41257;Thenay;906;13;919
41;070;41070;Vallée-de-Ronsard;41;263;41263;Tréhet;104;1;105
41;173;41173;Beauce la Romaine;41;264;41264;Tripleville;169;1;170
41;173;41173;Beauce la Romaine;41;270;41270;Verdes;432;4;436
41;167;41167;Veuzain-sur-Loire;41;272;41272;Veuves;218;2;220
42;268;42268;Vézelin-sur-Loire;42;004;42004;Amions;307;5;312
42;039;42039;Chalmazel-Jeansagnière;42;039;42039;Chalmazel;354;2;356
42;225;42225;Genilac;42;080;42080;La Cula;968;15;983
42;268;42268;Vézelin-sur-Loire;42;082;42082;Dancé;177;6;183
42;039;42039;Chalmazel-Jeansagnière;42;114;42114;Jeansagnière;95;3;98
42;218;42218;Saint-Étienne;42;190;42190;Rochetaillée;656;7;663
42;245;42245;Vêtre-sur-Anzon;42;245;42245;Saint-Julien-la-Vêtre;365;6;371
42;279;42279;Saint-Just-Saint-Rambert;42;250;42250;Saint-Just-sur-Loire;7069;112;7181
42;268;42268;Vézelin-sur-Loire;42;268;42268;Saint-Paul-de-Vézelin;325;4;329
42;245;42245;Vêtre-sur-Anzon;42;291;42291;Saint-Thurin;207;7;214
43;221;43221;Saint-Privat-d'Allier;43;176;43176;Saint-Didier-d'Allier;48;0;48
43;090;43090;Esplantas-Vazeilles;43;255;43255;Vazeilles-près-Saugues;35;1;36
44;163;44163;Vair-sur-Loire;44;004;44004;Anetz;2136;55;2191
44;005;44005;Chaumes-en-Retz;44;005;44005;Arthon-en-Retz;4434;69;4503
44;029;44029;Divatte-sur-Loire;44;008;44008;Barbechat;1333;20;1353
44;213;44213;Loireauxence;44;011;44011;Belligné;1806;31;1837
44;180;44180;Vallons-de-l'Erdre;44;017;44017;Bonnœuvre;539;8;547
44;021;44021;Villeneuve-en-Retz;44;021;44021;Bourgneuf-en-Retz;3738;59;3797
44;029;44029;Divatte-sur-Loire;44;029;44029;La Chapelle-Basse-Mer;5724;100;5824
44;213;44213;Loireauxence;44;034;44034;La Chapelle-Saint-Sauveur;819;9;828
44;005;44005;Chaumes-en-Retz;44;040;44040;Chéméré;2750;41;2791
44;021;44021;Villeneuve-en-Retz;44;059;44059;Fresnay-en-Retz;1265;28;1293
44;087;44087;Machecoul-Saint-Même;44;087;44087;Machecoul;6412;207;6619
44;180;44180;Vallons-de-l'Erdre;44;093;44093;Maumusson;1041;16;1057
44;213;44213;Loireauxence;44;147;44147;La Rouxière;1170;11;1181
44;163;44163;Vair-sur-Loire;44;163;44163;Saint-Herblon;2692;52;2744
44;180;44180;Vallons-de-l'Erdre;44;180;44180;Saint-Mars-la-Jaille;2425;43;2468
44;087;44087;Machecoul-Saint-Même;44;181;44181;Saint-Même-le-Tenu;1230;24;1254
44;180;44180;Vallons-de-l'Erdre;44;191;44191;Saint-Sulpice-des-Landes;673;9;682
44;213;44213;Loireauxence;44;213;44213;Varades;3722;74;3796
44;180;44180;Vallons-de-l'Erdre;44;219;44219;Vritz;698;11;709
44;180;44180;Vallons-de-l'Erdre;44;225;44225;Freigné;1183;18;1201
45;240;45240;Outarville;45;003;45003;Allainville-en-Beauce;144;6;150
45;155;45155;Gien;45;007;45007;Arrabloy;566;17;583
45;253;45253;Pithiviers-le-Vieil;45;048;45048;Bouzonville-en-Beauce;285;7;292
45;191;45191;Le Malesherbois;45;057;45057;Labrosse;95;1;96
45;035;45035;Boiscommun;45;090;45090;Chemault;275;6;281
45;191;45191;Le Malesherbois;45;106;45106;Coudray;385;17;402
45;240;45240;Outarville;45;140;45140;Faronville;132;0;132
45;160;45160;Greneville-en-Beauce;45;163;45163;Guignonville;272;3;275
45;025;45025;Bazoches-les-Gallerandes;45;172;45172;Izy;302;3;305
45;191;45191;Le Malesherbois;45;190;45190;Mainvilliers;261;3;264
45;191;45191;Le Malesherbois;45;191;45191;Malesherbes;5989;119;6108
45;191;45191;Le Malesherbois;45;192;45192;Manchecourt;750;12;762
45;191;45191;Le Malesherbois;45;221;45221;Nangeville;112;1;113
45;191;45191;Le Malesherbois;45;236;45236;Orveau-Bellesauve;413;12;425
45;240;45240;Outarville;45;295;45295;Saint-Péravy-Épreux;178;5;183
45;162;45162;Guigneville;45;304;45304;Sébouville;209;7;216
45;240;45240;Outarville;45;318;45318;Teillay-le-Gaudin;147;4;151
45;118;45118;Crottes-en-Pithiverais;45;319;45319;Teillay-Saint-Benoît;76;0;76
45;348;45348;Yèvre-la-Ville;45;349;45349;Yèvre-le-Châtel;236;1;237
46;263;46263;Barguelonne-en-Quercy;46;014;46014;Bagat-en-Quercy;193;4;197
46;138;46138;Cœur de Causse;46;019;46019;Beaumat;72;0;72
46;033;46033;Porte-du-Quercy;46;033;46033;Le Boulvé;160;3;163
46;311;46311;Sousceyrac-en-Quercy;46;048;46048;Calviac;149;0;149
46;063;46063;Castelnau Montratier-Sainte Alauzie;46;063;46063;Castelnau-Montratier;1728;37;1765
46;232;46232;Le Vignon-en-Quercy;46;067;46067;Cazillac;412;10;422
46;311;46311;Sousceyrac-en-Quercy;46;071;46071;Comiac;211;4;215
46;156;46156;Bellefont-La Rauze;46;077;46077;Cours;292;5;297
46;083;46083;Cressensac-Sarrazac;46;083;46083;Cressensac;622;6;628
46;033;46033;Porte-du-Quercy;46;099;46099;Fargues;160;3;163
46;103;46103;Saint-Paul-Flaugnac;46;103;46103;Flaugnac;405;11;416
46;138;46138;Cœur de Causse;46;110;46110;Fontanes-du-Causse;62;1;63
46;138;46138;Cœur de Causse;46;138;46138;Labastide-Murat;616;15;631
46;311;46311;Sousceyrac-en-Quercy;46;141;46141;Lacam-d'Ourcet;105;5;110
46;311;46311;Sousceyrac-en-Quercy;46;150;46150;Lamativie;55;1;56
46;156;46156;Bellefont-La Rauze;46;156;46156;Laroque-des-Arcs;462;10;472
46;262;46262;Lendou-en-Quercy;46;158;46158;Lascabanes;210;4;214
46;232;46232;Le Vignon-en-Quercy;46;232;46232;Les Quatre-Routes-du-Lot;558;11;569
46;063;46063;Castelnau Montratier-Sainte Alauzie;46;248;46248;Sainte-Alauzie;107;1;108
46;252;46252;Les Pechs du Vers;46;252;46252;Saint-Cernin;201;2;203
46;262;46262;Lendou-en-Quercy;46;262;46262;Saint-Cyprien;243;4;247
46;263;46263;Barguelonne-en-Quercy;46;263;46263;Saint-Daunès;224;6;230
46;268;46268;Saint Géry-Vers;46;268;46268;Saint-Géry;446;14;460
46;262;46262;Lendou-en-Quercy;46;274;46274;Saint-Laurent-Lolmie;171;4;175
46;252;46252;Les Pechs du Vers;46;275;46275;Saint-Martin-de-Vers;109;0;109
46;033;46033;Porte-du-Quercy;46;278;46278;Saint-Matré;119;3;122
46;263;46263;Barguelonne-en-Quercy;46;285;46285;Saint-Pantaléon;285;7;292
46;103;46103;Saint-Paul-Flaugnac;46;287;46287;Saint-Paul-de-Loubressac;579;15;594
46;138;46138;Cœur de Causse;46;291;46291;Saint-Sauveur-la-Vallée;50;0;50
46;083;46083;Cressensac-Sarrazac;46;298;46298;Sarrazac;518;9;527
46;033;46033;Porte-du-Quercy;46;300;46300;Saux;108;2;110
46;311;46311;Sousceyrac-en-Quercy;46;311;46311;Sousceyrac;813;9;822
46;138;46138;Cœur de Causse;46;325;46325;Vaillac;95;2;97
46;156;46156;Bellefont-La Rauze;46;327;46327;Valroufié;447;13;460
46;268;46268;Saint Géry-Vers;46;331;46331;Vers;463;8;471
47;302;47302;Sos;47;116;47116;Gueyze;138;3;141
47;221;47221;Réaup-Lisse;47;149;47149;Lisse;228;7;235
47;302;47302;Sos;47;166;47166;Meylan;52;0;52
47;206;47206;Pinel-Hauterive;47;268;47268;Saint-Pierre-de-Caubel;188;1;189
47;134;47134;Lannes;47;322;47322;Villeneuve-de-Mézin;75;3;78
48;009;48009;Peyre en Aubrac;48;009;48009;Aumont-Aubrac;1029;27;1056
48;034;48034;La Canourgue;48;011;48011;Auxillac;331;6;337
48;027;48027;Mont Lozère et Goulet;48;014;48014;Bagnols-les-Bains;251;4;255
48;027;48027;Mont Lozère et Goulet;48;023;48023;Belvezet;82;0;82
48;027;48027;Mont Lozère et Goulet;48;027;48027;Le Bleymard;385;23;408
